Date,Origin,Destination,Transport Mode,Quantity,Commodity
2017-08-27,Mine B,Plant 2,Barge,966,Coal
2022-04-17,Mine C,Plant 1,Truck,638,Coal
2020-12-06,Mine B,Plant 4,Rail,172,Coal
2022-12-25,Mine A,Plant 3,Rail,870,Coal
2018-01-07,Mine C,Plant 3,Barge,158,Coal
2022-09-18,Mine A,Plant 2,Barge,158,Coal
2022-06-12,Mine B,Plant 4,Truck,108,Coal
2022-07-10,Mine A,Plant 3,Truck,404,Coal
2019-10-27,Mine A,Plant 3,Rail,585,Coal
2022-07-31,Mine A,Plant 1,Truck,213,Coal
2022-09-25,Mine C,Plant 2,Truck,174,Coal
2022-09-11,Mine D,Plant 2,Barge,466,Coal
2020-05-10,Mine B,Plant 2,Truck,540,Coal
2018-08-19,Mine A,Plant 2,Truck,207,Coal
2021-11-07,Mine B,Plant 4,Barge,354,Coal
2019-03-03,Mine C,Plant 3,Barge,336,Coal
2018-07-08,Mine D,Plant 4,Truck,413,Coal
2018-03-04,Mine C,Plant 3,Rail,822,Coal
2017-12-24,Mine B,Plant 4,Barge,739,Coal
2022-10-16,Mine B,Plant 4,Truck,252,Coal
2021-04-25,Mine B,Plant 4,Truck,851,Coal
2017-04-02,Mine C,Plant 3,Truck,255,Coal
2019-07-14,Mine A,Plant 1,Rail,989,Coal
2017-02-05,Mine A,Plant 4,Rail,221,Coal
2022-05-08,Mine D,Plant 2,Barge,699,Coal
2019-03-17,Mine A,Plant 4,Barge,672,Coal
2018-01-14,Mine A,Plant 4,Rail,288,Coal
2018-05-13,Mine A,Plant 4,Barge,439,Coal
2022-07-03,Mine D,Plant 4,Rail,579,Coal
2019-11-24,Mine A,Plant 1,Barge,692,Coal
2021-11-28,Mine B,Plant 1,Rail,432,Coal
2019-05-26,Mine B,Plant 1,Truck,800,Coal
2017-08-27,Mine D,Plant 1,Rail,159,Coal
2020-06-21,Mine A,Plant 1,Truck,366,Coal
2022-03-27,Mine A,Plant 4,Rail,791,Coal
2017-04-23,Mine D,Plant 2,Barge,937,Coal
2019-05-26,Mine D,Plant 3,Rail,446,Coal
2017-04-30,Mine C,Plant 4,Truck,253,Coal
2022-05-01,Mine B,Plant 2,Rail,691,Coal
2017-05-28,Mine D,Plant 1,Truck,104,Coal
2019-10-27,Mine D,Plant 4,Truck,966,Coal
2017-03-12,Mine B,Plant 1,Rail,419,Coal
2018-06-10,Mine A,Plant 2,Rail,178,Coal
2018-12-23,Mine A,Plant 4,Barge,779,Coal
2017-01-29,Mine A,Plant 4,Barge,144,Coal
2022-04-03,Mine B,Plant 3,Truck,720,Coal
2017-10-08,Mine B,Plant 4,Truck,804,Coal
2018-09-09,Mine A,Plant 2,Truck,165,Coal
2022-01-30,Mine A,Plant 4,Truck,515,Coal
2022-11-20,Mine C,Plant 4,Rail,249,Coal
2018-05-13,Mine B,Plant 1,Truck,798,Coal
2022-12-11,Mine D,Plant 3,Truck,613,Coal
2018-07-29,Mine B,Plant 1,Truck,326,Coal
2017-10-01,Mine B,Plant 2,Truck,790,Coal
2017-12-31,Mine D,Plant 3,Truck,710,Coal
2021-07-04,Mine C,Plant 3,Rail,688,Coal
2021-09-19,Mine A,Plant 1,Rail,586,Coal
2017-06-04,Mine D,Plant 1,Rail,650,Coal
2017-07-30,Mine B,Plant 2,Barge,147,Coal
2019-10-06,Mine A,Plant 3,Barge,330,Coal
2022-09-11,Mine D,Plant 3,Barge,632,Coal
2020-07-12,Mine C,Plant 3,Rail,320,Coal
2018-03-25,Mine C,Plant 3,Barge,651,Coal
2019-04-28,Mine A,Plant 3,Barge,407,Coal
2020-09-13,Mine A,Plant 2,Truck,147,Coal
2020-12-06,Mine B,Plant 4,Truck,845,Coal
2017-08-20,Mine A,Plant 3,Truck,719,Coal
2017-10-08,Mine A,Plant 2,Truck,951,Coal
2017-05-07,Mine D,Plant 2,Barge,204,Coal
2019-07-07,Mine D,Plant 2,Rail,423,Coal
2017-12-10,Mine D,Plant 1,Rail,943,Coal
2021-05-09,Mine C,Plant 3,Rail,405,Coal
2018-12-02,Mine C,Plant 3,Barge,519,Coal
2019-05-19,Mine C,Plant 4,Rail,334,Coal
2017-07-16,Mine C,Plant 4,Truck,768,Coal
2017-08-06,Mine A,Plant 2,Truck,102,Coal
2018-05-20,Mine C,Plant 3,Barge,398,Coal
2018-05-06,Mine C,Plant 1,Rail,216,Coal
2018-07-29,Mine B,Plant 2,Rail,387,Coal
2019-12-22,Mine A,Plant 4,Rail,623,Coal
2017-09-24,Mine D,Plant 2,Rail,773,Coal
2019-06-02,Mine D,Plant 2,Truck,911,Coal
2022-08-14,Mine C,Plant 3,Barge,460,Coal
2022-01-23,Mine B,Plant 2,Rail,265,Coal
2017-01-29,Mine D,Plant 3,Rail,849,Coal
2022-05-29,Mine B,Plant 1,Truck,621,Coal
2019-10-06,Mine A,Plant 3,Barge,228,Coal
2019-12-29,Mine B,Plant 1,Truck,713,Coal
2019-11-03,Mine D,Plant 4,Truck,628,Coal
2018-06-17,Mine C,Plant 4,Barge,286,Coal
2020-08-02,Mine A,Plant 2,Truck,170,Coal
2017-08-20,Mine C,Plant 1,Truck,655,Coal
2022-01-02,Mine D,Plant 4,Truck,815,Coal
2019-05-12,Mine C,Plant 3,Barge,649,Coal
2017-09-03,Mine C,Plant 2,Rail,593,Coal
2020-06-21,Mine D,Plant 3,Barge,142,Coal
2018-01-14,Mine C,Plant 1,Truck,801,Coal
2022-03-20,Mine C,Plant 2,Truck,789,Coal
2017-01-22,Mine D,Plant 2,Rail,804,Coal
2017-01-08,Mine D,Plant 2,Barge,377,Coal
2019-08-11,Mine A,Plant 3,Rail,606,Coal
2018-12-09,Mine C,Plant 1,Rail,506,Coal
2017-04-16,Mine B,Plant 1,Rail,350,Coal
2021-12-12,Mine C,Plant 2,Barge,428,Coal
2017-09-24,Mine D,Plant 2,Truck,862,Coal
2022-11-27,Mine A,Plant 1,Barge,571,Coal
2017-06-11,Mine D,Plant 4,Truck,644,Coal
2018-06-24,Mine B,Plant 2,Barge,782,Coal
2018-05-20,Mine B,Plant 4,Truck,679,Coal
2017-05-28,Mine C,Plant 3,Rail,148,Coal
2019-04-21,Mine C,Plant 4,Rail,185,Coal
2022-11-13,Mine A,Plant 2,Barge,586,Coal
2022-06-19,Mine A,Plant 2,Barge,532,Coal
2019-12-01,Mine D,Plant 1,Rail,346,Coal
2020-12-13,Mine A,Plant 4,Rail,115,Coal
2020-12-20,Mine B,Plant 2,Rail,274,Coal
2019-10-06,Mine C,Plant 3,Truck,346,Coal
2017-04-02,Mine D,Plant 4,Truck,653,Coal
2019-08-11,Mine D,Plant 4,Rail,858,Coal
2020-08-30,Mine D,Plant 4,Barge,398,Coal
2018-07-22,Mine B,Plant 1,Rail,336,Coal
2019-07-07,Mine B,Plant 1,Truck,265,Coal
2020-07-19,Mine B,Plant 3,Rail,988,Coal
2020-06-21,Mine D,Plant 4,Rail,979,Coal
2020-05-17,Mine D,Plant 2,Rail,184,Coal
2020-12-27,Mine A,Plant 4,Rail,697,Coal
2022-11-20,Mine B,Plant 3,Rail,741,Coal
2019-06-16,Mine A,Plant 3,Barge,966,Coal
2022-09-04,Mine C,Plant 4,Rail,806,Coal
2022-01-30,Mine A,Plant 4,Truck,344,Coal
2021-04-18,Mine C,Plant 1,Barge,194,Coal
2021-02-14,Mine C,Plant 3,Truck,792,Coal
2020-12-13,Mine D,Plant 1,Rail,304,Coal
2019-04-07,Mine C,Plant 2,Truck,349,Coal
2022-12-04,Mine C,Plant 3,Truck,353,Coal
2017-02-26,Mine D,Plant 4,Rail,437,Coal
2019-10-27,Mine B,Plant 3,Barge,755,Coal
2018-09-23,Mine C,Plant 1,Truck,205,Coal
2019-02-17,Mine B,Plant 4,Truck,395,Coal
2019-09-15,Mine C,Plant 1,Truck,476,Coal
2020-04-05,Mine B,Plant 4,Truck,148,Coal
2022-02-13,Mine B,Plant 3,Truck,574,Coal
2022-05-08,Mine C,Plant 3,Rail,429,Coal
2018-02-11,Mine D,Plant 4,Rail,631,Coal
2017-11-19,Mine B,Plant 4,Rail,115,Coal
2017-03-26,Mine C,Plant 3,Rail,746,Coal
2021-01-31,Mine A,Plant 4,Truck,104,Coal
2019-07-28,Mine D,Plant 3,Rail,241,Coal
2019-04-14,Mine A,Plant 2,Rail,907,Coal
2018-05-13,Mine B,Plant 1,Rail,656,Coal
2018-11-04,Mine B,Plant 4,Truck,854,Coal
2018-12-09,Mine D,Plant 1,Rail,700,Coal
2022-04-24,Mine D,Plant 2,Truck,195,Coal
2018-04-29,Mine A,Plant 1,Truck,831,Coal
2019-12-15,Mine D,Plant 3,Truck,474,Coal
2018-07-08,Mine B,Plant 3,Barge,708,Coal
2022-03-20,Mine C,Plant 3,Rail,614,Coal
2017-12-10,Mine A,Plant 3,Barge,418,Coal
2017-11-19,Mine C,Plant 1,Barge,697,Coal
2018-11-04,Mine B,Plant 3,Barge,233,Coal
2017-02-26,Mine C,Plant 2,Truck,996,Coal
2018-09-09,Mine A,Plant 2,Barge,306,Coal
2018-03-04,Mine B,Plant 3,Truck,141,Coal
2019-11-17,Mine C,Plant 2,Barge,416,Coal
2021-02-07,Mine C,Plant 3,Rail,254,Coal
2021-08-08,Mine D,Plant 4,Barge,525,Coal
2017-12-17,Mine C,Plant 2,Truck,238,Coal
2018-07-29,Mine D,Plant 2,Truck,449,Coal
2020-11-15,Mine A,Plant 3,Truck,348,Coal
2017-12-03,Mine C,Plant 2,Truck,321,Coal
2018-01-21,Mine C,Plant 1,Barge,278,Coal
2022-07-10,Mine B,Plant 2,Truck,973,Coal
2022-11-06,Mine B,Plant 4,Barge,235,Coal
2022-03-27,Mine A,Plant 2,Truck,610,Coal
2017-03-19,Mine D,Plant 1,Truck,245,Coal
2017-09-24,Mine A,Plant 3,Truck,889,Coal
2017-10-15,Mine C,Plant 2,Truck,860,Coal
2021-10-03,Mine A,Plant 1,Truck,679,Coal
2020-12-06,Mine C,Plant 1,Truck,308,Coal
2020-08-16,Mine D,Plant 3,Truck,560,Coal
2017-09-17,Mine A,Plant 4,Barge,740,Coal
2021-08-22,Mine A,Plant 4,Barge,320,Coal
2018-10-28,Mine C,Plant 2,Barge,232,Coal
2020-06-21,Mine C,Plant 1,Barge,535,Coal
2019-08-11,Mine D,Plant 1,Truck,787,Coal
2018-05-06,Mine D,Plant 3,Barge,600,Coal
2020-10-11,Mine C,Plant 1,Truck,161,Coal
2017-08-13,Mine C,Plant 3,Barge,122,Coal
2021-07-04,Mine D,Plant 3,Truck,802,Coal
2019-11-17,Mine B,Plant 2,Rail,247,Coal
2018-10-21,Mine C,Plant 2,Rail,626,Coal
2018-07-01,Mine D,Plant 2,Barge,503,Coal
2019-12-22,Mine C,Plant 3,Rail,871,Coal
2017-04-23,Mine D,Plant 3,Truck,896,Coal
2018-12-30,Mine B,Plant 1,Truck,406,Coal
2018-03-18,Mine C,Plant 1,Barge,842,Coal
2021-03-28,Mine A,Plant 2,Truck,326,Coal
2019-09-29,Mine D,Plant 3,Truck,198,Coal
2019-09-15,Mine C,Plant 3,Truck,877,Coal
2020-07-05,Mine C,Plant 1,Rail,819,Coal
2018-01-21,Mine C,Plant 4,Barge,895,Coal
2017-04-16,Mine C,Plant 1,Truck,629,Coal
2018-01-28,Mine A,Plant 3,Truck,276,Coal
2022-10-23,Mine C,Plant 1,Truck,796,Coal
2018-06-17,Mine A,Plant 3,Rail,449,Coal
2022-10-30,Mine D,Plant 3,Rail,669,Coal
2022-12-11,Mine C,Plant 1,Rail,513,Coal
2018-08-05,Mine C,Plant 1,Truck,520,Coal
2022-06-12,Mine C,Plant 2,Rail,380,Coal
2021-10-31,Mine A,Plant 4,Rail,928,Coal
2022-04-24,Mine A,Plant 2,Barge,547,Coal
2021-08-29,Mine A,Plant 2,Truck,666,Coal
2021-04-25,Mine A,Plant 2,Rail,148,Coal
2021-03-14,Mine A,Plant 3,Truck,783,Coal
2021-06-20,Mine B,Plant 3,Truck,268,Coal
2019-04-21,Mine D,Plant 2,Rail,691,Coal
2022-11-13,Mine C,Plant 2,Truck,515,Coal
2019-01-13,Mine C,Plant 2,Barge,823,Coal
2018-11-04,Mine A,Plant 2,Rail,372,Coal
2017-07-02,Mine C,Plant 4,Barge,836,Coal
2019-04-14,Mine A,Plant 4,Rail,286,Coal
2017-01-22,Mine D,Plant 1,Barge,525,Coal
2018-11-04,Mine B,Plant 4,Barge,191,Coal
2019-03-17,Mine C,Plant 3,Barge,866,Coal
2018-06-24,Mine C,Plant 3,Barge,205,Coal
2017-02-26,Mine A,Plant 3,Rail,596,Coal
2018-09-02,Mine D,Plant 1,Barge,864,Coal
2017-09-10,Mine C,Plant 4,Truck,291,Coal
2019-07-07,Mine D,Plant 3,Rail,218,Coal
2022-08-28,Mine A,Plant 3,Barge,658,Coal
2020-09-27,Mine C,Plant 4,Truck,915,Coal
2018-01-07,Mine A,Plant 3,Truck,805,Coal
2019-12-29,Mine B,Plant 2,Truck,595,Coal
2017-03-05,Mine A,Plant 2,Truck,986,Coal
2018-03-18,Mine B,Plant 1,Truck,387,Coal
2022-05-29,Mine B,Plant 3,Barge,807,Coal
2020-10-04,Mine D,Plant 2,Rail,487,Coal
2022-09-04,Mine A,Plant 1,Rail,237,Coal
2018-11-25,Mine D,Plant 3,Barge,149,Coal
2021-07-11,Mine B,Plant 2,Truck,623,Coal
2020-02-23,Mine D,Plant 3,Barge,250,Coal
2019-05-12,Mine C,Plant 3,Truck,643,Coal
2020-07-19,Mine B,Plant 3,Rail,204,Coal
2019-03-17,Mine A,Plant 4,Barge,234,Coal
2018-01-21,Mine C,Plant 4,Barge,657,Coal
2019-11-03,Mine A,Plant 3,Barge,118,Coal
2018-01-14,Mine D,Plant 3,Rail,603,Coal
2020-09-20,Mine C,Plant 4,Rail,150,Coal
2017-05-21,Mine D,Plant 3,Barge,929,Coal
2018-06-03,Mine A,Plant 1,Barge,842,Coal
2017-02-26,Mine D,Plant 2,Rail,360,Coal
2017-10-29,Mine B,Plant 1,Rail,172,Coal
2022-10-09,Mine D,Plant 2,Truck,673,Coal
2017-04-23,Mine B,Plant 2,Barge,341,Coal
2020-08-16,Mine A,Plant 4,Barge,989,Coal
2020-12-27,Mine D,Plant 3,Barge,685,Coal
2021-08-01,Mine B,Plant 1,Truck,437,Coal
2021-10-31,Mine A,Plant 1,Rail,230,Coal
2020-06-14,Mine C,Plant 2,Truck,532,Coal
2017-02-26,Mine C,Plant 4,Truck,791,Coal
2022-03-13,Mine D,Plant 1,Truck,751,Coal
2020-06-14,Mine B,Plant 1,Barge,364,Coal
2018-08-26,Mine C,Plant 4,Rail,516,Coal
2021-07-18,Mine A,Plant 1,Truck,583,Coal
2019-04-21,Mine D,Plant 1,Truck,794,Coal
2018-09-09,Mine B,Plant 4,Truck,518,Coal
2020-01-26,Mine D,Plant 3,Rail,998,Coal
2022-05-29,Mine D,Plant 3,Truck,889,Coal
2022-12-25,Mine A,Plant 1,Barge,835,Coal
2019-06-16,Mine B,Plant 3,Truck,685,Coal
2017-12-17,Mine D,Plant 4,Barge,207,Coal
2018-02-11,Mine B,Plant 4,Barge,624,Coal
2022-08-14,Mine B,Plant 2,Barge,650,Coal
2017-04-30,Mine A,Plant 2,Truck,994,Coal
2021-11-07,Mine A,Plant 4,Truck,899,Coal
2022-11-13,Mine A,Plant 4,Rail,455,Coal
2018-12-16,Mine D,Plant 3,Rail,113,Coal
2020-01-12,Mine A,Plant 1,Truck,424,Coal
2018-11-04,Mine A,Plant 4,Truck,610,Coal
2018-11-25,Mine B,Plant 2,Barge,812,Coal
2017-03-26,Mine C,Plant 2,Barge,424,Coal
2018-07-15,Mine B,Plant 3,Rail,167,Coal
2018-07-15,Mine D,Plant 2,Rail,280,Coal
2019-11-24,Mine D,Plant 2,Barge,214,Coal
2020-12-20,Mine B,Plant 3,Rail,926,Coal
2020-09-27,Mine D,Plant 3,Barge,383,Coal
2021-09-26,Mine A,Plant 2,Rail,740,Coal
2017-04-02,Mine D,Plant 1,Rail,640,Coal
2022-10-23,Mine C,Plant 3,Truck,370,Coal
2020-01-26,Mine A,Plant 4,Truck,261,Coal
2018-12-23,Mine C,Plant 4,Truck,966,Coal
2020-05-10,Mine C,Plant 3,Barge,968,Coal
2021-10-17,Mine D,Plant 4,Barge,490,Coal
2020-06-28,Mine D,Plant 2,Truck,988,Coal
2020-11-29,Mine B,Plant 1,Barge,253,Coal
2018-04-01,Mine B,Plant 3,Truck,627,Coal
2022-09-11,Mine C,Plant 3,Rail,247,Coal
2020-05-17,Mine A,Plant 3,Truck,869,Coal
2017-06-25,Mine A,Plant 4,Barge,376,Coal
2017-08-06,Mine D,Plant 4,Truck,855,Coal
2020-12-27,Mine B,Plant 4,Rail,938,Coal
2020-11-29,Mine A,Plant 4,Truck,960,Coal
2019-09-29,Mine C,Plant 3,Barge,986,Coal
2022-02-13,Mine D,Plant 4,Rail,399,Coal
2018-02-11,Mine D,Plant 1,Truck,346,Coal
2021-04-11,Mine C,Plant 4,Truck,109,Coal
2020-02-23,Mine C,Plant 1,Barge,215,Coal
2019-07-28,Mine B,Plant 1,Rail,146,Coal
2020-02-09,Mine B,Plant 4,Barge,840,Coal
2020-01-19,Mine B,Plant 2,Rail,228,Coal
2018-02-18,Mine D,Plant 3,Rail,282,Coal
2021-12-05,Mine B,Plant 1,Rail,111,Coal
2021-05-02,Mine A,Plant 3,Rail,771,Coal
2022-12-18,Mine D,Plant 2,Rail,505,Coal
2018-01-28,Mine A,Plant 2,Barge,228,Coal
2022-10-09,Mine D,Plant 1,Truck,620,Coal
2022-01-09,Mine B,Plant 1,Rail,261,Coal
2021-03-14,Mine D,Plant 2,Truck,268,Coal
2017-11-19,Mine A,Plant 2,Rail,515,Coal
2021-10-24,Mine C,Plant 1,Barge,862,Coal
2018-05-27,Mine D,Plant 2,Rail,755,Coal
2017-12-24,Mine B,Plant 2,Rail,371,Coal
2020-08-23,Mine B,Plant 1,Barge,564,Coal
2021-02-21,Mine C,Plant 2,Truck,839,Coal
2017-04-30,Mine D,Plant 2,Barge,215,Coal
2018-01-28,Mine B,Plant 4,Rail,572,Coal
2020-08-23,Mine A,Plant 4,Truck,433,Coal
2021-10-17,Mine D,Plant 1,Barge,538,Coal
2022-07-31,Mine C,Plant 4,Rail,476,Coal
2021-01-31,Mine B,Plant 4,Truck,132,Coal
2022-04-10,Mine D,Plant 2,Rail,144,Coal
2019-01-13,Mine A,Plant 4,Truck,951,Coal
2022-06-12,Mine B,Plant 1,Barge,128,Coal
2021-01-17,Mine B,Plant 2,Rail,454,Coal
2019-06-16,Mine B,Plant 3,Rail,761,Coal
2022-10-02,Mine A,Plant 1,Barge,108,Coal
2021-06-06,Mine D,Plant 2,Rail,114,Coal
2017-07-30,Mine B,Plant 4,Rail,741,Coal
2018-06-03,Mine C,Plant 1,Rail,828,Coal
2019-07-28,Mine B,Plant 4,Rail,408,Coal
2019-02-03,Mine A,Plant 1,Truck,846,Coal
2020-04-19,Mine C,Plant 4,Barge,936,Coal
2018-11-11,Mine C,Plant 2,Rail,584,Coal
2017-12-03,Mine C,Plant 2,Truck,271,Coal
2022-08-21,Mine B,Plant 1,Truck,472,Coal
2022-05-15,Mine D,Plant 2,Rail,212,Coal
2020-07-19,Mine A,Plant 2,Rail,524,Coal
2022-09-25,Mine A,Plant 4,Truck,740,Coal
2022-11-20,Mine D,Plant 4,Rail,292,Coal
2018-03-18,Mine B,Plant 3,Rail,540,Coal
2020-01-05,Mine C,Plant 4,Rail,813,Coal
2022-08-28,Mine B,Plant 1,Barge,668,Coal
2018-12-16,Mine D,Plant 3,Barge,644,Coal
2020-05-03,Mine D,Plant 3,Barge,390,Coal
2017-07-16,Mine D,Plant 2,Truck,442,Coal
2017-10-22,Mine B,Plant 2,Rail,657,Coal
2020-06-28,Mine B,Plant 2,Rail,264,Coal
2022-11-20,Mine A,Plant 4,Truck,549,Coal
2018-07-01,Mine D,Plant 4,Truck,753,Coal
2017-05-14,Mine A,Plant 4,Rail,546,Coal
2021-05-30,Mine B,Plant 4,Barge,937,Coal
2019-06-02,Mine A,Plant 3,Barge,703,Coal
2017-09-17,Mine A,Plant 1,Rail,377,Coal
2022-02-13,Mine D,Plant 4,Rail,809,Coal
2020-07-19,Mine D,Plant 4,Truck,841,Coal
2022-04-10,Mine A,Plant 4,Rail,515,Coal
2019-10-06,Mine C,Plant 3,Rail,828,Coal
2017-12-10,Mine A,Plant 2,Rail,687,Coal
2022-03-06,Mine C,Plant 2,Truck,502,Coal
2022-08-21,Mine A,Plant 3,Rail,151,Coal
2019-12-08,Mine A,Plant 4,Barge,159,Coal
2017-02-26,Mine B,Plant 3,Barge,945,Coal
2019-04-14,Mine D,Plant 4,Truck,234,Coal
2019-03-31,Mine A,Plant 3,Barge,296,Coal
2018-09-09,Mine C,Plant 3,Barge,738,Coal
2021-04-25,Mine C,Plant 1,Rail,964,Coal
2019-02-03,Mine C,Plant 1,Rail,807,Coal
2019-05-12,Mine C,Plant 1,Truck,656,Coal
2022-06-12,Mine B,Plant 2,Truck,545,Coal
2018-06-17,Mine B,Plant 3,Rail,525,Coal
2021-05-23,Mine B,Plant 3,Barge,878,Coal
2019-02-10,Mine A,Plant 4,Truck,431,Coal
2022-04-10,Mine A,Plant 2,Rail,964,Coal
2018-10-07,Mine C,Plant 3,Truck,931,Coal
2022-11-13,Mine C,Plant 4,Truck,646,Coal
2018-05-06,Mine C,Plant 3,Truck,441,Coal
2022-07-24,Mine B,Plant 4,Truck,737,Coal
2018-01-28,Mine A,Plant 1,Truck,421,Coal
2019-09-08,Mine B,Plant 1,Rail,259,Coal
2022-07-17,Mine D,Plant 2,Barge,515,Coal
2022-11-13,Mine D,Plant 3,Barge,611,Coal
2021-12-12,Mine A,Plant 2,Rail,992,Coal
2022-07-24,Mine A,Plant 2,Barge,820,Coal
2018-02-04,Mine A,Plant 2,Truck,812,Coal
2020-12-06,Mine B,Plant 3,Truck,516,Coal
2019-06-16,Mine B,Plant 1,Truck,875,Coal
2020-05-24,Mine C,Plant 4,Truck,387,Coal
2021-06-06,Mine C,Plant 2,Barge,932,Coal
2018-01-14,Mine D,Plant 2,Barge,956,Coal
2019-06-16,Mine B,Plant 4,Barge,970,Coal
2018-01-07,Mine C,Plant 1,Barge,234,Coal
2017-09-24,Mine A,Plant 1,Truck,474,Coal
2017-02-05,Mine A,Plant 1,Rail,337,Coal
2017-10-22,Mine D,Plant 1,Truck,878,Coal
2021-02-14,Mine C,Plant 4,Truck,177,Coal
2019-01-27,Mine B,Plant 2,Rail,454,Coal
2022-03-20,Mine B,Plant 3,Barge,387,Coal
2021-11-28,Mine B,Plant 2,Barge,912,Coal
2020-04-05,Mine B,Plant 1,Rail,369,Coal
2020-06-07,Mine D,Plant 3,Barge,278,Coal
2018-02-04,Mine C,Plant 1,Barge,959,Coal
2019-12-29,Mine D,Plant 3,Rail,798,Coal
2020-06-14,Mine D,Plant 3,Rail,921,Coal
2020-01-26,Mine B,Plant 3,Truck,741,Coal
2018-05-20,Mine D,Plant 3,Barge,213,Coal
2018-01-21,Mine D,Plant 1,Truck,698,Coal
2017-08-13,Mine B,Plant 1,Barge,178,Coal
2017-06-18,Mine D,Plant 3,Rail,367,Coal
2021-03-28,Mine C,Plant 2,Rail,722,Coal
2017-06-11,Mine A,Plant 2,Truck,135,Coal
2021-06-27,Mine B,Plant 2,Barge,583,Coal
2020-02-09,Mine A,Plant 2,Barge,444,Coal
2017-01-29,Mine C,Plant 1,Truck,780,Coal
2021-05-23,Mine C,Plant 4,Truck,843,Coal
2019-11-24,Mine B,Plant 1,Rail,591,Coal
2018-01-07,Mine A,Plant 3,Barge,675,Coal
2022-11-27,Mine C,Plant 2,Truck,577,Coal
2020-07-05,Mine A,Plant 2,Barge,300,Coal
2020-08-02,Mine B,Plant 4,Barge,451,Coal
2018-04-08,Mine C,Plant 3,Barge,713,Coal
2022-07-10,Mine D,Plant 4,Barge,845,Coal
2022-01-09,Mine D,Plant 1,Rail,565,Coal
2022-01-16,Mine A,Plant 3,Barge,191,Coal
2021-07-25,Mine A,Plant 2,Truck,542,Coal
2022-04-24,Mine C,Plant 1,Truck,912,Coal
2022-10-23,Mine A,Plant 1,Barge,880,Coal
2019-12-15,Mine A,Plant 3,Rail,248,Coal
2021-02-07,Mine C,Plant 4,Barge,491,Coal
2018-07-08,Mine B,Plant 2,Truck,409,Coal
2020-11-22,Mine D,Plant 1,Barge,181,Coal
2021-01-17,Mine A,Plant 2,Truck,444,Coal
2019-08-25,Mine C,Plant 1,Truck,144,Coal
2021-04-18,Mine B,Plant 3,Rail,196,Coal
2020-08-30,Mine C,Plant 1,Barge,790,Coal
2018-09-16,Mine C,Plant 2,Truck,780,Coal
2018-12-02,Mine C,Plant 2,Truck,742,Coal
2020-08-16,Mine D,Plant 2,Truck,631,Coal
2017-10-29,Mine A,Plant 4,Rail,537,Coal
2018-07-15,Mine B,Plant 2,Truck,208,Coal
2021-11-21,Mine D,Plant 2,Truck,504,Coal
2021-11-28,Mine D,Plant 1,Truck,769,Coal
2021-05-16,Mine B,Plant 3,Truck,818,Coal
2018-07-15,Mine A,Plant 1,Rail,332,Coal
2022-12-18,Mine B,Plant 4,Truck,683,Coal
2017-03-12,Mine A,Plant 2,Barge,668,Coal
2022-03-13,Mine D,Plant 3,Rail,110,Coal
2021-11-14,Mine D,Plant 4,Rail,330,Coal
2020-10-18,Mine C,Plant 3,Truck,154,Coal
2022-06-19,Mine C,Plant 2,Rail,835,Coal
2020-06-14,Mine A,Plant 3,Truck,942,Coal
2019-02-17,Mine B,Plant 1,Rail,964,Coal
2022-10-02,Mine A,Plant 4,Rail,783,Coal
2019-04-28,Mine D,Plant 4,Truck,110,Coal
2017-10-15,Mine C,Plant 3,Barge,344,Coal
2018-08-12,Mine A,Plant 3,Truck,323,Coal
2022-07-17,Mine D,Plant 2,Truck,284,Coal
2021-01-03,Mine D,Plant 2,Truck,784,Coal
2019-02-17,Mine C,Plant 1,Truck,564,Coal
2020-03-15,Mine C,Plant 4,Truck,162,Coal
2019-12-01,Mine D,Plant 3,Truck,695,Coal
2018-03-25,Mine A,Plant 3,Truck,929,Coal
2020-07-05,Mine B,Plant 1,Rail,831,Coal
2017-02-12,Mine D,Plant 1,Rail,758,Coal
2020-02-09,Mine B,Plant 2,Barge,369,Coal
2021-05-09,Mine B,Plant 4,Rail,451,Coal
2021-09-05,Mine C,Plant 2,Barge,861,Coal
2017-10-08,Mine C,Plant 4,Barge,446,Coal
2018-07-22,Mine A,Plant 2,Barge,418,Coal
2021-01-24,Mine B,Plant 2,Barge,728,Coal
2017-05-07,Mine D,Plant 1,Rail,274,Coal
2022-04-24,Mine B,Plant 4,Rail,739,Coal
2022-03-27,Mine B,Plant 1,Rail,619,Coal
2021-02-28,Mine B,Plant 2,Rail,392,Coal
2019-04-07,Mine B,Plant 2,Barge,503,Coal
2018-12-02,Mine B,Plant 1,Rail,349,Coal
2018-04-08,Mine C,Plant 2,Truck,906,Coal
2018-04-22,Mine D,Plant 4,Truck,454,Coal
2019-02-10,Mine D,Plant 2,Rail,859,Coal
2020-07-26,Mine C,Plant 2,Rail,186,Coal
2021-11-07,Mine B,Plant 2,Barge,856,Coal
2017-05-07,Mine D,Plant 4,Barge,529,Coal
2021-03-28,Mine A,Plant 2,Rail,507,Coal
2022-05-29,Mine D,Plant 2,Barge,725,Coal
2017-11-19,Mine D,Plant 3,Truck,235,Coal
2017-09-17,Mine B,Plant 1,Truck,389,Coal
2017-12-17,Mine A,Plant 3,Truck,796,Coal
2017-01-01,Mine C,Plant 1,Rail,602,Coal
2019-10-20,Mine C,Plant 4,Barge,555,Coal
2018-07-15,Mine B,Plant 2,Rail,344,Coal
